title,author,date,article,link
"
PH to use Japan earthquake technology
","
By Arlie O. Calalo
","
July 17, 2024
","THE Philippine Institute of Volcanology and Seismology (Phivolcs) announced the launch of Project for Capacity Development for Monitoring and Information Dissemination of Earthquake, Tsunami and Volcano, a collaborative endeavor with the Japan International Cooperation Agency (JICA).",https://www.manilatimes.net/2024/07/17/news/national/ph-to-use-japan-earthquake-technology/1957821
"
Graft complaint filed vs Malapitan
","
By Ma. Reina Leanne Tolentino
","
July 17, 2024
","FORMER Caloocan mayor Reynaldo Malonzo has filed a graft complaint against former mayor and now Caloocan 1st District Rep. Oscar Malapitan before the Office of the Ombudsman.,Malapitan, who served as Caloocan representative from 2004 to 2013, was accused of violating Section 3 (e) of the Anti-Graft and Corrupt Practices Act.,Malonzo alleged that Malapitan acted with partiality in endorsing Kalookan Assistance Council Inc. (KACI) to be the conduit of Priority Development Assistance Fund (PDAF) for his projects.,Besides being ineligible for PDAF transfer, Malonzo alleged that KACI had unliquidated cash advances from 2006 to 2007.,Malonzo said that the Ombudsman had, in 2019, dismissed charges over alleged anomalous utilization of Malapitan's PDAF for 2009.,""A scrutiny of the assessments made under the liabilities of the parties in the said order would desperately show that they seriously missed some important issues,"" he said in his complaint.,Malapitan said on Tuesday that the complaint was politically motivated.",https://www.manilatimes.net/2024/07/17/news/national/graft-complaint-filed-vs-malapitan/1957844
"
SC orders Senate panel to comment on Guo petition to stop probe
","
By Franco Jose C. Baroña
","
July 17, 2024
","MANILA, Philippines — The Supreme Court required a Senate committee headed by Sen. Risa Hontiveros to submit its comment to the petition and prayer for a temporary restraining order (TRO) filed by suspended Bamban, Tarlac Mayor Alice Guo.,The Court gave the Committee on Women, Children, Family Relations and Gender Equality, represented by its chairman Hontiveros, to file its comment within a non-extendible period of 10 days from notice.,Guo seeks for the Court to nullify the subpoena issued by the committee and to issue a TRO and/or preliminary writ of injunction prohibiting or desisting the committee from further inviting her to appear as a resource person in the Senate hearings and from investigating her personal and private life.,The Court further required the Office of the Clerk of Court to personally serve the Court's resolution which shall likewise personally file and serve its comment.,The committee has been investigating the identity of Guo and her involvement in the illegal activities of Philippine Offshore Gaming Operators (POGOs). It ordered her arrest and that of members of her family and alleged accomplices after they repeatedly rejected summons to appear at the hearings.",https://www.manilatimes.net/2024/07/17/news/sc-orders-senate-panel-to-comment-on-guo-petition-to-stop-probe/1957933
"
Police ordered to intensify operations vs 'high-value criminals'
","
By Francisco Tuyay
","
July 17, 2024
","MANILA, Philippines — The Philippine National Police directed all units to intensify operations against high-value criminals and wanted individuals across cities and municipalities nationwide.,""Our paramount objective is the safety and security of every Filipino family and community. By apprehending these criminals, we are making significant strides in ensuring that our citizens can live without fear and in peace,"" PNP Chief Gen. Rommel Francisco Marbil said on Wednesday.,Marbil has ordered the fielding of 85 percent of policemen in the streets, particularly in crime-prone areas across the country.,He said the directive highlighted the PNP's steadfast commitment to maintaining peace and security throughout the Philippines, especially with the upcoming 2025 elections.,Marbil commended the exemplary performance of the Criminal Investigation and Detection Group (CIDG) under the leadership of Police Maj. Gen. Leo Francisco who had successfully netted high-value criminal.,From January 1 to July 15, 2024, CIDG operatives carried out 6,259 operations, resulting in the arrest of 6,250 wanted individuals, with 5,981 arrests made by CIDG's Regional Field Units (RFU) and 269 by its Special Operations Units (SOU).,This also emphasized the importance of ensuring the safety of police officers during operations, recognizing the sacrifices of 16 who lost their lives and 40 others who were injured this year in various police actions.,""We honor the bravery and commitment of our men and women in uniform who risk their lives daily. Their dedication to their sworn duty to serve and protect is truly admirable,"" he said.,Part of the PNP's essential tool in its operations is the e-warrant system, he said. The Directorate for Investigation and Detective Management reported that 73,337 warrants of arrest have been uploaded, with the majority successfully served by police units.,""The e-warrant system allows for real-time access and swift dissemination of critical information, significantly enhancing our ability to track and apprehend wanted persons efficiently, dahil ang gusto ng pulis, ligtas ka (because your safety is what the police wants),"" said Marbil.",https://www.manilatimes.net/2024/07/17/news/police-ordered-to-intensify-operations-vs-high-value-criminals/1957944
"
AHW slams verdict vs Castro, Ocampo
","
By Via Bianca Ramones
","
July 17, 2024
","A HEALTH workers' alliance on Tuesday voiced support for the so-called Talaingod 18, including recently convicted for ""child abuse"" ACT Teachers Party-list Rep. France Castro and former Bayan Muna representative Satur Ocampo.,In a Facebook post, the Alliance of Health Workers (AHW) unions and associations said they stand firm in their belief that Castro, Ocampo and the rest of the Talaingod 18 mission rights defenders are innocent.,""We strongly criticize this government for its continuous harassment, intimidation, repression, and red-tagging of teachers, health workers, government employees, church leaders, lawyers, journalists, Indigenous people, and ordinary citizens critical of the government,"" the AHW said.,They argued that rights advocates, particularly Castro and Ocampo, are not criminals but dedicated lawmakers and human rights defenders who champion the causes of marginalized sectors.,Thus, the AHW assailed the verdict of Tagum Regional Trial Court Branch 2 in Davao del Norte, stating that the true child abusers and human rights violators of the rights of Lumad children and Filipinos are the Armed Forces of the Philippines, the National Task Force to End Local Communist Armed Conflict (NTF-Elcac), and the Duterte-Marcos administrations.,In 2018, Castro and Ocampo, among others, were charged with child trafficking and for allegedly holding minors during their solidarity mission in Talaingod, Davao del Norte.,Meanwhile, former senator Leila de Lima said the convictions of Castro and Castro should be appealed.,""The judgment convicting former Rep. Satur Ocampo, Rep. France Castro, et al. for supposed child abuse involving Lumad children should be reviewed and reversed on appeal,"" de Lima wrote on X (formerly Twitter) on Tuesday.,De Lima said it was ironic that those protecting children from armed conflict were being politically persecuted by the State.,But members of the legal cooperation cluster (LLC) NTF-Elcac cheered the conviction of Castro and Ocampo for child abuse.,In a statement, the NTF-Elcac said no one is above the law, especially those ""corrupting"" children.,""This case sends a clear message to anyone who tries to corrupt our children, teaching them false ideas with the end goal of sowing discord and division, that no one is above the law,"" the task force said.,It also lauded prosecutors from the Department of Justice (DoJ) for their ""zealousness"" in the case against the pair.,""Castro and Ocampo maintained that what they did [in 2018] was a 'rescue mission.' Today's verdict debunked their lie and revealed the truth. Today's verdict finally held them accountable,"" the task force said.,Meanwhile, the Mindanao Indigenous Peoples Council of Elders and Leaders and the Mindanao Indigenous Peoples Youth Organization said this was a ""day of celebration"" for justice served for the rights of Indigenous Peoples in the country.,""This legal victory gives hope that justice can still prevail and that Indigenous Peoples' rights are worth fighting for. No matter how long it takes or how difficult it may seem, in the end, justice and truth will prevail,"" their joint statement said.,Also, in a statement, National Youth Commission Chairman Ronald Cardema thanked the RTC of Tagum for the conviction of Castro and Ocampo, who allegedly trafficked the children into an area infested by the New People's Army (NPA).,""You brought the children into an NPA-infested area without their parents' permission. That's already kidnapping, and it endangers the lives of our Filipino Youth,"" he said.",https://www.manilatimes.net/2024/07/17/news/national/ahw-slams-verdict-vs-castro-ocampo/1957852
"
Manhunt for Guo to widen
","
By Javier Joe Ismael
","
July 17, 2024
","SENATE President Francis Escudero said Tuesday a broader manhunt would be launched for Bamban, Tarlac Mayor Alice Guo, if she continues to hide instead of cooperating with the Senate panel looking into her alleged involvement with unlicensed Philippine overseas gaming operators (POGOs).,On Saturday, in coordination with the Philippine National Police (PNP), the Office of the Senate Sergeant at Arms (OSAA) deployed four teams to serve arrest orders against Guo and seven others but failed to locate them as they were not in their given addresses.,Retired Lt. Gen. Roberto Ancan, the Senate sergeant-at-arms, reported to Escudero that the OSAA teams failed to serve the arrest warrants since Guo and the others.,Escudero said they were considering mounting a broader manhunt for Guo and company if they continue to snub the invitation of the Senate to attend the July 29 hearing of the Senate Committee on Women, Children, Family Relations and Gender Equality chaired by Sen. Risa Hontiveros.,
,The Senate chief instructed Ancan to collaborate with the National Bureau of Investigation and other law enforcement agencies to ensure the attendance of Guo and other relevant individuals during the forthcoming hearings on POGO-related issues.,Meanwhile, Stephen David, Guo's lawyer, said his client was still in the country and had advised her to voluntarily appear before the Senate.,""We were able to talk for more than an hour via Zoom. Of course, my advice to her [is to surrender], as she cannot hide forever,"" David said.,He told her the warrant of arrest was only issued by the Senate to compel her to testify as a resource person.,""The Senate warrant of arrest is not meant to penalize her. She was subpoenaed to testify as a resource person because they (senators) want to ask her questions only she can answer. If she will be able to answer, eventually, the arrest order will be lifted,"" David added.",https://www.manilatimes.net/2024/07/17/news/national/manhunt-for-guo-to-widen/1957854
"
Ransomware attack cripples DMW website
","
By Aric John Sy Cua
","
July 17, 2024
","A RANSOMWARE attack has paralyzed the online systems of the Department of Migrant Workers (DMW), the agency said on Tuesday.,""As a result of a ransomware attack on DMW online systems, the Department through its management information technology system had to take preemptive measures to protect OFW (overseas Filipino worker) data and information, such as taking the systems offline,"" it said in a statement.,The attack had rendered the online system issuing overseas employment certificates and other OFW information sheets inoperable. These documents can now be only processed manually at all DMW branches.,""Rest assured, DMW databases containing OFW data were not affected by the attack, and that the DMW is currently working with the Department of Information and Communications Technology to restore online systems and ensure continued protection of the data and information of OFWs,"" the DMW said.,OFWs can request for QR coded information sheets by sending email to ,.",https://www.manilatimes.net/2024/07/17/news/national/ransomware-attack-cripples-dmw-website/1957845
"
AFP denies walkout reports; manifesto seeks Gibo's ouster
","
By Franco Jose C. Baroña
,
, and ,Francisco Tuyay
","
July 17, 2024
","A MANIFESTO circulating among active members of the Armed Forces of the Philippines (AFP) seeks the ouster of Defense Secretary Gilberto Teodoro Jr., saying he lacks the competence to lead the Department of National Defense (DND) and the professionalism to take full responsibility for his actions.,The AFP did not issue a statement when asked about the manifesto but denied a related report posted by a retired general online about an alleged walkout by ranking military officials during a July 4 command conference to protest Teodoro's handling of the West Philippine Sea situation.,""It is not only based on unfounded information, his comments were also misleading and uncharacteristic of any military officer, active or retired,"" the AFP said in a statement.,""Our soldiers are professional and loyal to the chain of command. We will not allow any effort to malign our ranks and discredit our commitment to our mandate by clout-chasers and their personal political agenda,"" it added.,At a press briefing in Villamor Air Base, Philippine Air Force Public Affairs Office chief Col. Ma Consuelo Castillo said reports of the walkout were ""fake news."",""Nothing of that sort happened; it was a very professional exchange of ideas and discussions and there were also a lot of updates that were given. It all ended on a positive note,"" Castillo said.,Efforts to reach Teodoro were unsuccessful.,In the manifesto addressed to the President, a copy of which The Manila Times obtained, the signatories pointed to the routine rotation and resupply (RoRe) mission to BRP Sierra Madre in Ayungin (Second Thomas) Shoal that was conducted by the AFP on June 17, during which vessels of the Chinese People's Liberation Army-Navy (PLA-N), China Coast Guard (CCG) and Chinese Maritime Militia (CMM) engaged in dangerous maneuvers, including ramming and towing a Philippine Coast Guard (PCG) vessel.,The incident ""humiliated the ranks of the entire military service"" and is a direct result of Teodoro's supposed ""narcissistic attitude and ambitious pursuit of getting elected to a national post,"" the manifesto said.,""Secretary Teodoro unilaterally decided to carry out this operation, disregarding the opposing comments from military planners and strategists at the AFP and DND,"" the manifesto alleged.,The RoRe operation was allegedly never approved or even discussed at the National Task Force for the West Philippine Sea or the National Maritime Council, the manifesto added.,Furthermore, it claimed that the planning of the ""abysmal military operation was never shared with any of the concerned government agencies that have a clear stake in the West Philippine Sea issue."",It said Teodoro's ""hasty and unreasonable decision"" to push for the military-led RoRe operation ""indicates a lack of strategic thinking in managing the West Philippine Sea issue."",""It appears that his main concern is to maximize his own publicity, rather than considering the potential consequences and risks of such an operation,"" the manifesto said. ""It is concerning that he failed to take into account the high possibility of miscalculation and the potential escalation to war."",In addition, it claimed that there is ""frustration and anger"" within the AFP regarding the unceremonious relief of Vice Adm. Alberto Carlos, who is currently in floating status.,""We recognize such unfairness, as Vice Admiral Carlos is a patriotic soldier with a lengthy military service to our country,"" they said.,The manifesto said the problem in the West Philippine Sea will only worsen if Teodoro continues to ""prioritize his publicity stunts instead of de-escalating the tension that he has created."",Earlier, retired BGen. Johnny Macanas Jr. claimed in a video posted online that ranking AFP officials reportedly walked out during the command conference in Camp Aguinaldo last July 4 as a sign of disagreement and protest supposedly against Teodoro.,Macanas cited a ""blind item"" on a radio program that alleged a military general participating in the command conference suddenly stood up, saluted Teodoro, the top civilian government official presiding the meeting, and asked permission to leave.,As the general was leaving the room, several military generals also stood up and proceeded to walk out of the meeting.,The names and identities of the AFP officials who walked out were not revealed.,The AFP, however, said on Tuesday that there was no truth to the radio commentary.,It also called on the public to be critical of false narratives and report individuals and channels that propagate disinformation.",https://www.manilatimes.net/2024/07/17/news/national/afp-denies-walkout-reports-manifesto-seeks-gibos-ouster/1957850
"
Pag-IBIG Fund gets 'unmodified opinion' from CoA
","
By Aric John Sy Cua
","
July 17, 2024
","MANILA, Philippines — For twelve straight years, the Home Development Mutual Fund (HDMF), also known as the Pag-IBIG Fund, earned the ""unmodified opinion"" from the Commission on Audit (CoA), the funding agency has announced.,According to a letter on June 21, the CoA informed Pag-IBIG that it had rendered an unmodified opinion on the fairness of the presentation of the government agency in its financial statements for 2023.,Department of Human Settlements and Urban Development and Pag-IBIG Board of Trustees chairman Jose Acuzar said the CoA's recognition was the result of the Fund's ""commitment towards excellence and integrity in managing our members' funds"". ,""We stay true to our mandate of providing secured savings and shelter financing in line with the directive of President Ferdinand Marcos, Jr. of providing means for Filipinos to achieve a better quality of life,"" Acuzar said.,Pag-IBIG Fund's Chief Executive Marilene Acosta said the agency achieved milestones in 2023.,Among those that it accomplished was setting a record-high net income before its Modified Pag-IBIG II (MP2) returns of P49.79 billion and also surpassing its housing records by releasing a total of P126.04 billion in housing loan takeouts, which is the highest in the agency's 43-year history.,""This helped 96,848 members acquire new or better homes. Membership savings collection also reached a record high, with membership savings collections amounting to P89.26 billion,"" Acosta said., ,Advertisement,

, ,""Earning the 'unmodified opinion' for the 12th consecutive year further signifies how we were able to achieve our best performance while maintaining the highest standards of financial integrity. Our members and stakeholders can rest assured that we will remain their reliable partner and that we will continue to serve them with Tapat na Serbisyo, Mula sa Puso,"" she added.,From 2012 to 2017, the CoA gave the Pag-IBIG Fund an ""unqualified opinion,"" then from 2018 to 2024 an ""unmodified opinion"".,Per definition from the CoA, an unmodified opinion, also referred to as an unqualified opinion, is ""issued when the auditor concludes that the financial statements are prepared, in all material respects, in accordance with the applicable financial reporting framework.""",https://www.manilatimes.net/2024/07/17/news/pag-ibig-fund-gets-unmodified-opinion-from-coa/1957943
"
Think tank: Government has to invest more in digital infrastructure
","
By Franco Jose C. Baroña
","
July 17, 2024
","MANILA, Philippines — THE government has to pour in more funds to the country's digital infrastructure if it wants to catch up with neighboring countries in terms of internet speed and coverage, a public policy reform think tank said.,CitizenWatch PH lead convenor Orlando Oxales said on Wednesday beefing up investments in the country's digital foundation will not only address the broadband infrastructure gap between the Philippines and other Southeast Asian nations but will also help empower people and industries in the internet world.,Oxales cited Ooklas' Speed Test Global Index that showed the country's broadband speeds trailing behind Vietnam, Malaysia, Thailand and Singapore by more than half.,He attributed the Philippines' bleak performance in terms of internet speed to the shortage of digital infrastructure.,Oxales said that the government has earmarked less funds to its National Broadband Plan compared to other Asian neighbors.,The budget for the said program under the Department of Information and Communications Technology totaled only $32 million while Indonesia has put up $2.06 billion to further boost its internet capacity, Malaysia poured $5.1 billion, Singapore, $2.8 billion and China, $1.4 trillion.,A 2023 study conducted by international consulting firm Arthur D. Little showed that the Philippines had the second lowest cumulative investment in fiber coverage and targets among SEA countries.,The study showed that the Philippines needs to spend around $1.1 billion (roughly P58.30 billion) to reach the required target coverage levels considering that the country also has the second lowest take-up rate and penetration rate among internet users as of 2022.,A World Bank report said that the Philippines' internet connectivity is the most expensive in the Southeast Asian region but is relatively slow compared to Singapore, Thailand, Malaysia, Vietnam, and Brunei.,Oxales said that the Philippines needs to invest more and at least match neighboring countries' investment in broadband infrastructure, implement reforms like incentives, invest in education and training, and collaborate better with the private sector to properly leverage the country's resources and expertise.,One way to increase the country's internet speed in the Philippines is by adding more cell sites and giving incentives to telcos, he said., ,The Philippines needs an additional 60,000 cell sites by 2031 in Geographically Isolated and Disadvantaged Areas, according to data from the Asian Development Bank.,The World Bank said policymakers should focus on reforms and invest more budget to improve the Philippines' broadband infrastructure, as the slow internet connection affects many people and future opportunities.,""A coordinated approach where both the government and private sector would align their resources and strategies is crucial to enhancing the country's digital capabilities and ensuring broadband connectivity that meets global standards,"" Oxales said.,""By aligning government resources with the aggressive and forward-looking investment outlook of the private telcos, the country can bridge the connectivity gap and enable local industries to compete and thrive in the borderless global digital economy,"" he added.",https://www.manilatimes.net/2024/07/17/news/think-tank-government-has-to-invest-more-in-digital-infrastructure/1957934
