title,author,date,article,link
Why some workers might view a manager’s toxic behavior as tough love,," , / 01:58 PM July 13, 2024","Social networks are full of testimonials from employees forced to work with , managers. The phenomenon is so widespread that it has become a subject of sociological research in recent years.,While many studies focus on the characteristics of abusive bosses, few examine the reasons why workers put up with this damaging form of authority.,Researchers at Ohio State University and Providence College studied the psychological mechanisms at work when dealing with a problematic manager. To do this, they first surveyed 576 US workers from a variety of industries. They asked them three times over a six-week period about the abusive behaviors of their hierarchical superior and the latter’s effectiveness at work.,The researchers found that employees tend to minimize their manager’s abusive behavior when they consider their leader’s performance to be high. From their point of view, their superior’s excesses are the expression of a form of tough love, not maladaptive behavior.,On the other hand, workers are much more likely to identify their boss’s managerial excesses when they seem incompetent.,“If employees see their boss as a successful leader, that seems to be incompatible with being abusive. So they label the abuse as something more positive, like tough love,” says study lead author Robert Lount, quoted in a news release.,But what accounts for these differing interpretations? Optimism, it seems.,Indeed, employees with a high regard for their abusive manager are convinced that kindness will eventually win out over ruthlessness. They believe they will eventually be rewarded for their efforts, for example, with a promotion.,“These bosses may treat employees harshly, but presumably their intent is to help their followers realize their potential — that’s the tough love part. And if the leaders have high performance, that suggests they are successful at bringing out the skills of their followers,” says study coauthor Bennett Tepper.,Since the first part of their study was based on statements, the scientists decided to conduct a laboratory experiment to support their reasoning.,They recruited 168 undergraduate students, who were led to believe that they were going to work in teams under the supervision of an MBA student to solve a problem. While they were working, the volunteers received a message supposedly sent by their team leader.,The message was written in such a way as to be either non-abusive (“Try hard!”) or more aggressive (“Don’t waste my time coming up with stupid ideas! Do better than a typical undergrad and don’t embarrass us!”),Each team had to present its ideas to the team leader before they were examined by an independent expert. The researchers would then let the participants know whether they had done better or worse than their competitors. Whatever the result, the students were then asked to rate their supervisor.,Unsurprisingly, the students were less affected by their team leader’s abusive behavior when the researchers told them they had performed well on the exercise. Conversely, those who had underperformed were more likely to say they had been the victims of abusive management.,“We found that in a very short amount of time, you could quickly abate abusive labeling of a boss with high performance,” says Robert Lount.,The findings of this study show that employees can turn a blind eye to their superior’s toxic behavior if they think that the leader achieves high performance at work. This psychological phenomenon, which is in a sense similar to cognitive dissonance, could explain why toxic management is so insidious.,But it is no less harmful.,Employees who are exposed to it may experience symptoms similar to those associated with other forms of workplace harassment, such as sleep disorders, dark moods, anxiety, and even suicidal thoughts.",https://newsinfo.inquirer.net/1960759/why-some-workers-might-view-a-managers-toxic-behavior-as-tough-love
"PH, US tackle Edca, maritime domain awareness",Charie Abarca," , / 10:09 AM July 17, 2024"," Gen. Romeo Brawner Jr. in Manila.,MANILA, Philippines — Top defense and security officials of the , met on Wednesday (Philippine time) to discuss the Enhanced Defense Cooperation Agreement (Edca) between the two nations as well as maritime domain awareness to combat “illegal and coercive” activities. ,In a readout, US Joint Chiefs of Staff Spokesperson Navy Capt. Jereal Dorsey said Chairman of the Joint Chiefs of Staff Air Force Gen. Charles Brown met with key Philippine leaders: Security Advisor Eduardo Año, Defense Secretary Gilberto Teodoro Jr. and Armed Forces of the Philippines Chief of Staff , ,“The leaders discussed ongoing efforts to strengthen the alliance, including bilateral security assistance, utilization of EDCA agreed locations, and the importance of maritime domain awareness to counter illegal, coercive, aggressive, and deceptive activities,” the readout reads. ,“The leaders also shared their assessments of the regional security environment, including recent events in the vicinity of Second Thomas Shoal, and the importance of maintaining a free and open Indo-Pacific,” it added.,According to Dorsey, the two nations have upheld peace and security in the Indo-Pacific for over 70 years. ,In a separate statement also issued Wednesday, the US Department of Defense said Brown also visited a U.S. rotational access site designated as part of the EDCA, ,The sites are designed to strengthen combined training, exercises, and interoperability between the two countries. , ,  ",https://globalnation.inquirer.net/242914/fwd-ph-us-execs-on-maritime-domain-awareness
Marcos: Going ‘green’ good for PH tourism,Julie M. Aurelio," , / 05:06 AM June 29, 2024","LAPU-LAPU CITY — The country’s tourism industry should “go green” in tourism products and services to address challenges like climate change, resource preservation, and long-term sustainability.,President Ferdinand Marcos Jr. made this call on Friday as he also stressed the importance of investing in the education, training, and skills upgrading of tourism workers.,In a speech at the Sheraton Cebu Mactan Resort here, the President said sustainable practices should be adopted while further developing the tourism industry.,“We need to adopt sustainability in our society and economy, and certainly in the sector of tourism. We must go green in the transformation of our tourism products and services as a solution to address climate change, resource preservation, and long-term industry sustainability,” Marcos said.,“As a matter of fact, I would take that even a step further and if we are to talk about tourism, I am of the belief that the greener you are, the better the tourism experience will be,” he added., ,The President made the remarks at the joint meeting of the United Nations Tourism Commission for East Asia and the Pacific and the UN Tourism Commission for South Asia held in Cebu on Friday.,It was a meeting of delegates from the World Tourism Organization’s member states, affiliate members, and various groups to discuss the UN Tourism Programme for 2024 to 2025 and promote sustainable gastronomy tourism while preserving local traditions and natural resources.,In his speech during the opening ceremony, Marcos also stressed the importance of education in the tourism industry, adding that education “is always going to make any industry better.”,“Certainly, tourism is no different. We need to raise the standards and practices in this crucial sector by investing in education, training, and skills upgrading of all the personnel who are working in this industry,” the President said.,He said the country would require experts and professionals from different fields to help make tourism “a meaningful and educational, and impactful experience not only for tourists but also for our stakeholders.”,“For what good will any tourism effort be if it ends up destroying the local culture and ecology,” Marcos added.,He also reassured industry players that the government would continue to work with the private sector in implementing reforms that would make tourists “visit, stay, spend and return” to the Philippines.,These include easing visa access, improving water sanitation and healthcare facilities in major tourist destinations, and better connectivity hubs such as airports.,“By adopting these practices, we create a tourism industry that not only creates responsible visitors but also uplifts the lives of those who are part of that activity,” the President said, adding that tourism has a vital role in economies and societies.,He cited the tourism industry’s contribution to the 2023 gross domestic product, which hit 8.6 percent or P2.09 trillion ($35 billion).,“This marks the highest record of growth in gross value added in tourism since the year 2000. This is an impressive increase of 48 percent compared to the previous year’s numbers,” he said.,Marcos also noted that in 2023, the Philippines welcomed 5.45 million foreign tourists, exceeding the year’s target of 4.8 million foreign visitors.,For January to March 2024, international tourist arrivals were recorded at 2.9 million, which Marcos said was proof of the “robust recovery and continued appeal of our country as a top travel destination.”,“But going beyond monetary values and numbers, these figures also mean millions of lives being changed for the better. That’s why I hope that our efforts here will lead to even better practices and more tourism arrivals not just for our country but for the entire world,” he added.,After the event in Lapu-Lapu City, the President went to Tagbilaran City in Bohol where he turned over P100 million to the provincial governments of Bohol and Cebu to be given as assistance to El Niño-hit farmers and fishermen.",https://newsinfo.inquirer.net/1956137/marcos-going-green-good-for-ph-tourism
Alice Guo may have left PH using Chinese passport – Gatchalian,Maila Ager," , / 11:45 AM July 17, 2024","MANILA, Philippines— It is possible that suspended Bamban Mayor  Alice  Guo had already left the country using her Chinese passport.,This possibility was raised on Wednesday by Sen. Sherwin  Gatchalian.,“Sa mga infotmation namin sa Bureau of Immigration  ay nandito pa sya dahil cheneck namin kung si Guo Hua Ping  ay umalis na  ng Pilipinas, wala naman  silang nakitang ganun na record so far,”  Gatchalian said over  Radyo 630.,(Based on our information from the Bureau of Immigration is that  she’s still here  because we  checked  if Guo Hua Ping  has already left the Philippines, but they haven’t  found such a record so far),“So  kung dadaan sya sa ating mga airport, at dadaan sya sa seaport, made-detect sya. Pero alam naman natin na meron pang ibang paraan para makatakas,” he said.,The National Bureau of Investigation has already confirmed that Guo and Chinese passport holder Guo Hua Ping are the same.,Gatchalian claimed last month that Guo was using Chinese and Philippine passports from 2008 to 2011.,This time, however,  the senator expressed belief that the suspended mayor still uses her Chinese passport.,“Ako kasi naniniwala ako na yung kanyang Chinese passport, nandyan  pa e,” Gatchalian said.,(I believe  her Chinese passport is still there.),“Naniniwala ako   na meron syang Filipino passport , na meron syang Chinese passport. Baka lang ginamit nya yung kanyang Chinese passport para makaalis,” he added.,(I believe that she has a Filipino passport,  that she has a Chinese passport.  Maybe  she used   her Chinese passport  to leave.),But  Guo’s lawyer, Stephen David, has repeatedly said the suspended mayor  remains in the Philippines.,Guo was ordered arrested by the Senate last July 13 for her repeated failure to attend the past hearings of the committee on women.,She  has been the subject of the panel’s probe after authorities  found evidence linking her to  a raided Philippine offshore gaming operator in Bamban, Tarlac.",https://globalnation.inquirer.net/242921/alice-guo-may-have-left-ph-using-chinese-passport-gatchalian
Creation of village in South Cotabato protected area stirs concerns,Bong Sarmiento," , / 04:18 PM July 12, 2024","GENERAL SANTOS CITY —  Voters in Tupi town of South Cotabato will vote tomorrow, July 13, in a plebiscite to create a new village amid concerns by environmentalists that the proposed village would be within the Mt. Matutum Protected Landscape (MPPL).,Named after the grandfather of South Cotabato Governor Reynaldo Tamayo Jr., Barangay Juan-Loreto Tamayo will be formed from Linan, Miasong, and Cebuano villages of Tupi. Once ratified, it will be the 16th barangay of the 70-year-old town.,The proposed barangay, according to the environmentalists, is within the 15,600-hectare MPPL.,The Save Mt. Matutum Protected Landscape (SMMPL) expressed fears that a new village would attract people or investors, which could further deteriorate the area’s natural protected landscape.,On May 21, Tupi Mayor Romeo Tamayo, uncle of the governor, informed Linan chairperson Reynaldo Alburo Jr. of the conduct of a plebiscite through a letter with an attached copy of Commission on Elections (Comelec) Resolution No. 10993, which sets the campaign period, including the holding of barangay assemblies and pulong pulong from June 22 to July 11, and the plebiscite period and a gun ban from June 13 to July 20.,Bren Tamayo, secretary to the mayor and designated Tupi tourism officer, said the creation of Barangay Juan-Loreto Tamayo, had been pushed in this city since the current governor was the municipal mayor.,Governor Tamayo served as Tupi mayor for three terms from 2010 to 2019. He also said the proposed village had been populated mostly by the indigenous B’laan.,STMMPL expressed concern over “the massive and continuing selling of forest lands, the proliferation of business establishments, development of a millionaire’s village and illegal constructions of buildings and houses despite the notice of violations and stoppage orders issued by Mt. Matutum Protected Area Management Board” in the area.,The protected landscape is covered by Republic Act 11038 or the Enhanced Integrated Protected Area System Act (E-NIPAS), designed to enhance biological diversity and is protected against human exploitation.,The group urged the Senate and the House of Representatives to conduct an investigation “to arrest the continuing destruction and seemingly deliberate alteration of the natural beauty of Mt. Matutum.”,Inquirer sought Efren C. Hibaler, protected area superintendent (Pasu) of the Mt. Matutum Protected Landscape (MMPL) for comments on Thursday, but he did not return calls.,Richel Castor, Comelec-Tupi election assistant officer 2, said in a separate phone interview that the proposed Barangay Juan-Loreto Tamayo would have a land area of 2,304.58 hectares.,Of that size, at least 1,489.78 would be taken from Barangay Miasong, 292.25 hectares from Barangay Cebuano and 522.55 hectares from Barangay Linan, she added.,The three villages have at least 9,765 registered voters, Castro said.,She said the creation of the new village would be ratified if more than 50 percent of the votes favor the measure.",https://newsinfo.inquirer.net/1960474/creation-of-village-in-south-cotabato-protected-area-stirs-concerns
Transforms stigma into opportunity as Filipinos support formalizing habal-habal,," , / 05:30 AM July 15, 2024","Angkas has come a long way in shaping and changing public perception about motorcycle taxis (MC Taxis). The company’s efforts have not only increased awareness but have also created significant advocacy that has led to the industry’s success. According to WR Numero, a leading research firm in the Philippines, awareness of Angkas is notably high, with 48% of Filipinos recognizing the brand. Furthermore, the study reveals that 45% of Filipino participants now use habal-habal for transportation, with 14% reporting regular usage and 11% using it two to four times weekly.,A recently published study by WR Numero reveals that 58% of Filipinos “agree with or strongly support” the legitimization of habal-habal, an unregulated motorcycle transport service. Additionally, 78% of Filipinos consider having an advocate in Congress essential, underscoring the significance of MC Taxis in the lives of Filipino commuters. The WR Numero Philippine Public Opinion Monitor, a pioneering and innovative public opinion research initiative, surveyed individuals 18 years and older nationwide regarding habal-habal. These findings highlight Angkas’ instrumental role in bringing nationwide awareness and advocacy for the motorcycle taxi industry.,Since its inception in 2016, Angkas has tirelessly worked to dispel the belief that using motorcycles to ferry passengers is unsafe, proving that with proper training and education, motorcycle taxis can be a viable and safe alternative form of transportation. The company has set new standards in the industry, demonstrating its commitment to safety and reliability. By 2019, Angkas had established its safety credentials with a remarkable 99.997 percent safety record, as presented in multiple court and congressional hearings. This success led to the Department of Transportation (DOTr) forming a technical working group (DOTr-TWG) to pilot a feasibility study on MC Taxis, with Angkas and 2 other players participating.,Transitioning from the achievements of Angkas, George Royeca, co-founder and now CEO, has emerged as a leading transport advocate. For nearly a decade, Royeca has championed job opportunities for habal-habal riders and provided legitimate two-wheel transport options for commuters. His visionary leadership has been central to Angkas’ success and the elevation of the motorcycle taxi industry.,In its early days, Angkas faced multiple threats of termination due to regulatory challenges and skepticism about the safety of MC Taxis. Royeca addressed these concerns by implementing rigorous biker training and promoting excellent service delivery to ensure safety and viability. To date, over 50,000 motorcycle drivers have been lifted out of poverty through Angkas, thanks to Royeca’s biker welfare initiatives like reliable loan programs, benefits, and incentives that formalized the once-informal habal-habal sector.,Royeca’s dedication to the motorcycle taxi industry and his advocacy efforts have paved the way for significant developments. The strong support (58%) for legitimizing habal-habal riders underscores the success of Royeca and Angkas in advocating for the inclusion of the informal sector in the country’s labor force and in offering commuters a safe, quick, and comfortable transport experience. Currently, Congress is working on regulatory laws for MC Taxis, structured according to the TWG’s recommendations. Royeca and Angkas’ belief in habal-habal riders has paved the way for this historic development in the local transport industry.,Angkas’ success in reaching nationwide consciousness and creating awareness and advocacy has been pivotal in the motorcycle taxi industry’s growth. George Royeca’s leadership and relentless advocacy have made him a champion of the industry and the 18 million-strong motorcycle rider community. Together, Angkas and George Royeca continue to drive forward the industry, ensuring a brighter future for millions of motorcycle riders across the Philippines.",https://globalnation.inquirer.net/242419/transforms-stigma-into-opportunity-as-filipinos-support-formalizing-habal-habal
BIR: Online sellers must now pay withholding tax,Mariedel Irish U. Catilogo," , / 05:55 AM July 17, 2024","MANILA, Philippines — The Bureau of Internal Revenue (BIR) on Tuesday said electronic marketplace operators such as Shopee and Lazada have started collecting the withholding tax on sellers or merchants using their platforms.,“Electronic marketplace operators will begin imposing a withholding tax against their sellers/merchants starting July 15, 2024. We have already extended this by 90 days. No further extensions will be given,” BIR Commissioner Romeo Lumagui Jr. said in a statement.,In December last year, the BIR issued Revenue Regulation 16-2023 requiring online merchants with earnings of more than P500,000 annually to be subjected to a 1-percent withholding tax.,The tax will apply to half of the gross remittances by electronic marketplace operators and digital financial services providers (DFSP) such as GCash and Maya that sellers or merchants use in selling their goods or services through digital platforms. DFSPs also include credit card providers facilitating the settlement of transactions made through the internet and mobile phones.,Gross remittances refer to the total amount received by an e-market operator or e-wallet provider from the online buyers of the goods and services.,The BIR circular provided a 90-day extension to allow affected parties to make the necessary adjustments before the withholding tax is actually imposed.,“The withholding tax is not a new tax. It’s merely a system of taxation where taxes are collected at source, which will be credited against the total income tax liability of the sellers/merchants,” Lumagui noted.,“The BIR aims to level the playing field between brick-and-mortar stores, which are regularly complying with their tax obligations, and online marketplaces. Whether their business is operated online or through physical stores, sellers and merchants have to pay their taxes,” Lumagui said.,The BIR defines e-marketplace as a digital service platform that connects online buyers with online sellers; facilitates and concludes sales, and processes the payment of the products, goods, or services online.,Aside from online shopping platforms, this also includes digital food delivery services and other sites using booking resort, hotel and other lodging accommodations.,The tax agency has required online sellers and merchants to register their businesses with the BIR and submit a copy of their registration certificate to the e-marketplace operator and DFSP before using their online facilities.,For those seeking exemption, merchants must submit a BIR-received sworn declaration to the online platform and DFSP stating that the total gross remittance they are to receive from the e-marketplace operators will not exceed P500,000.,Aside from the obligation to withhold applicable taxes before remitting the sales proceeds or payments to sellers, e-marketplace operators and DFSPs must likewise ensure that all sellers are registered with the BIR before allowing them to use their facility.,At the same time, the mobile payment service or e-wallet used for customer payments must be for the account of the seller’s BIR-registered trade name, for example, a customer using GCash must pay to a store’s BIR-registered GCash account and not to the owner’s GCash number.,Roberto Claudio, president of the Philippine Retailers Association, on Tuesday said that while the move was in the right direction, they were confused as to the intention of the memorandum and the specifics of the 1-percent withholding tax.,“If this is the tax to be paid by their foreign merchants and sellers, we find this completely unfair to local retailers who have to contend with a 12-percent value-added tax (VAT),” Claudio told the Inquirer in a message.,If such is the case, a rechargeable battery, for example, sold by a local store will pay the 12-percent VAT, while an online foreign seller will pay only a 1-percent withholding tax for a similar item, he said.,Marketplaces such as Shopee, Lazada, Zalora, TikTok and Shein pay taxes only on the commission they earn from using their platforms and not the VAT, which results in an unfair advantage against local retailers, Claudio added.,Claudio noted that the BIR still has to explain the specifics of the 1-percent withholding tax and how it would be applied to online merchants or sellers.,Many sellers using the top two online shopping sites, Shopee and Lazada, are from China.,Robert Dan Roces, chief economist at Security Bank Corp., said he expected a mixed impact of the latest BIR measure on consumers and sellers.,“While it might generate revenue for the governments, it could also lead to higher prices, reduced choices,” he said.,Roces noted that balancing tax collection goals with practical challenges faced by online sellers would be crucial for the success of the new tax regime.,Rizal Commercial Banking Corp. chief economist Michael Ricafort said that the agency’s move would be more effective in tax collections and would expand the tax revenue sources of the government, especially in the coming years as more businesses decide to use online transactions.,“Given the boom in e-commerce and online businesses worldwide, it makes a lot of economic and fiscal sense to make this a major government revenue source for the years to come,” Ricafort said.",https://newsinfo.inquirer.net/1961672/bir-online-sellers-must-now-pay-withholding-tax
MMDA and partners unveil San Juan EcoBridge retrofit using recycled materials,," , / 10:52 AM July 15, 2024","The Metropolitan Manila Development Authority (MMDA), in partnership with Media Puzzle Holdings Corp and in collaboration with Kamaymanos Art & Design, has launched the San Juan EcoBridge Retrofit Project. This initiative is groundbreaking as it marks the first footbridge in Metro Manila to be beautified using sustainable recycled materials, setting a new standard for urban beautification and environmental sustainability.,The San Juan EcoBridge, located along Ortigas Avenue Extension corner Club Filipino Avenue in San Juan City, has been transformed using recycled plastic waste, primarily sachet plastics. This project not only enhances the aesthetic appeal of the footbridge but also addresses pressing environmental concerns by repurposing materials that are typically seen as non-recyclable.,The unveiling event was graced in the presence of Atty. Romando Artes – MMDA Acting Chairman, and San Juan City Mayor Francis Zamora. Both dignitaries expressed their support for the project, highlighting its potential to set a precedent for future urban beautification and sustainability efforts.,Gio Orbos, co-founder of Kamaymanos Art & Design, emphasized the project’s innovative focus on upcycling sachet plastics. These plastics, often regarded as disposable and non-recyclable, have been given new life through this initiative. Orbos elaborated on the environmental impact of plastic production and disposal, aiming to demonstrate that such materials can possess both longevity and visual appeal when creatively repurposed.,Orbos also highlighted the Philippines’ substantial impact on ocean plastic waste, citing Metro Manila’s heavily polluted rivers. Through the San Juan EcoBridge Retrofit Project, he aims to catalyze a global movement towards environmental sustainability and proudly demonstrate that Filipinos are not just part of the problem, but also the solution.,Ms. Cherry Carrera, president of Media Puzzle Holdings Corp, expressed her gratitude to the MMDA for their collaboration and support in using the footbridge for this groundbreaking project. She highlighted that this initiative aligns perfectly with MMDA’s advocacies and represents a pioneering effort within Media Puzzle Holdings Corp.’s ongoing footbridge beautification program. Carrera also mentioned that this project is just the beginning, and hopefully, with this initial effort, the future will look bright for the environment.,Carrera also thanked San Juan City LGU, especially Mayor Francis Zamora, for their unwavering support of this project. She emphasized that their commitment to enhancing the city’s infrastructure and environment has been instrumental in ensuring the project’s success. ,The San Juan EcoBridge Retrofit Project will serve as a paradigm for sustainable waste management and urban beautification. It promotes a creative approach to addressing environmental issues, demonstrating the potential for recycled materials to enhance urban spaces. This initiative not only improves the visual landscape of San Juan City but also encourages a shift towards more sustainable practices, setting a powerful example for other communities to follow.",https://globalnation.inquirer.net/242680/mmda-and-partners-unveil-san-juan-ecobridge-retrofit-using-recycled-materials
Cavite City in state of calamity due to massive fire,Delfin T. Mallari Jr.," , / 04:35 AM July 17, 2024","LUCENA CITY, QUEZON, Philippines — The Cavite City government has declared a state of calamity after a fire on Sunday ravaged two coastal villages and left more than 900 families homeless.,“Cavite City is now under a state of calamity,” Mayor Denver Chua announced on his Facebook page on Tuesday afternoon.,In another post, the city government said the declaration was based on the mayor’s and the Local Disaster Risk Reduction and Management Council’s endorsement and recommendation.,Declaring a state of calamity would enable local governments to use their calamity funds.,The move would also be a mechanism to control the prices of goods and commodities in the areas.,The fire started at about 3 p.m. on Sunday along Badjao, Alonzo Street. It spread to Barangays 5 and 7 and destroyed more than 900 houses before it was extinguished three hours later, according to the Cavite City police.,Authorities said the fire affected more than 3,300 individuals, who were temporarily housed at two public schools in the area and attended to by local social welfare officers.,The investigators reported no casualties or serious injuries.,Firemen were still investigating the cause of the blaze, while property damage has yet to be determined.,On Monday, Chua reported that brothers Cavite Rep. Jolo Revilla and Agimat Rep. Bryan Revilla, and local government officials, provided initial assistance to the families affected by the tragedy.,The government officials distributed hot meals, hygiene kits, sleeping kits and food packs to each family affected by the fire.,“In the coming days, we will also provide financial assistance to each family to help them rebuild their homes. A little more patience, and we will rise again. Rest assured, we will not abandon you,” Chua said.,He has led a meeting with concerned departments from the city government to begin the relief and recovery operation for the victims.,The city government has also launched a donation drive to help the fire victims.",https://newsinfo.inquirer.net/1961650/cavite-city-in-state-of-calamity-due-to-massive-fire
Bangsamoro folk told to brace for more floods,Edwin O. Fernandez," , / 04:40 AM July 17, 2024","COTABATO CITY, BARMM, Philippines — The Bangsamoro Autonomous Region in Muslim Mindanao (BARMM) Rapid Emergency Action on Disaster Incidence (READi) on Tuesday issued a general flood advisory for the already heavily inundated region, noting that oncoming rains due to a southwest monsoon could bring more floods.,Bangsamoro Interim Chief Minister Ahod “Al Haj Murad” Ebrahim, earlier on Monday, ordered heightened alert for possible emergencies throughout the region due to the lingering weather disturbances.,Taking a cue from this, BARMM Health Minister Kadil Sinolinding activated “code white” in all health facilities of the region.,Sinolinding ordered all personnel and emergency response vehicles to be on standby for any emergency call.,The READi teams have already been at the forefront of operations since last week to bring shelter to the residents of flooded areas.,This developed as President Marcos ordered the “continued and complete delivery” of full assistance to families hit by massive floods in Mindanao, particularly in the BARMM.,President Ferdinand Marcos Jr. announced the directive in posts on his social media accounts on Monday night.,“I have instructed the continued and complete delivery of all assistance to the families affected by the recent flash floods in BARMM and other areas in Mindanao,” Mr. Marcos said on his Facebook page.,He added: “We are assessing the damage to the infrastructure and the agricultural industry and will implement a swift rehabilitation for the affected communities.”,The BARMM has been placed under red alert after an intertropical convergence zone dumped heavy rains and caused flash floods in the region.,The floods and landslides in Mindanao and even in some parts of Western Visayas had so far claimed the lives of 13 persons, mainly in the BARMM and the provinces of Zamboanga del Sur and Zamboanga del Norte, and displaced over 90,000 residents.,Earlier, the Department of Social Welfare and Development released P22.6 million in relief aid to residents affected by floods and landslides.,Data from the DSWD showed that the intertropical convergence zone affected a total of 34,883 families, or 174,173 persons in 176 barangays in Western Visayas, Zamboanga Peninsula, Davao region, Soccsksargen (South Cotabato, Cotabato, Sultan Kudarat, Sarangani and General Santos City) and the BARMM.,So far, only Maguindanao del Sur, through its provincial board, had declared itself in a state of calamity on Tuesday due to the massive flooding that submerged 17 of its 24 towns.,In passing the measure, the provincial legislators noted that based on data from the Provincial Disaster Risk Reduction and Management Office, the floods that occurred in the low-lying communities in several days affected over 60,000 families.,Ameer Jehad Ambolodto, provincial disaster risk reduction and management officer, said the Provincial Disaster Risk Reduction and Management Council, chaired by Gov. Bai Mariam Sangki-Mangudadatu, earlier recommended the measure to allow the provincial government to use its calamity funds.,A total of 123 villages in the province remained underwater on Tuesday.,Maguindanao del Sur is located at the upper portion of the Ligawasan Marsh and serves as a catch basin of flood waters from Bukidnon, Cotabato, Sultan Kudarat, and South Cotabato provinces.,The floods claimed the life of a 22-year-old man who drowned in Barangay Damalasak, Pagalungan town, on Sunday, while trying to save his cow. He was one of the 14 fatalities in Mindanao that resulted from the floods and landslides. Ambolodto said the cost of damages to civilian properties, crops and livestock in his province was still being determined.,On Tuesday, there was only light rain in the province as disaster response personnel and social workers continued to assess damage and profile the flood victims and their communities.",https://newsinfo.inquirer.net/1961643/bangsamoro-folk-told-to-brace-for-more-floods
7 regions report sharp hike in dengue cases,," , / 04:50 AM July 17, 2024","MANILA, Philippines — The Department of Health (DOH) reported on Tuesday a sharp increase in the number of dengue cases nationwide.,From 6,323 cases from May 19 to June 1, the number grew 30 percent to 8,246 from June 2 to 15.,The latest tally from June 16 to June 29 showed dengue cases remaining at 8,213, but the DOH cautioned that there might be an increase due to late reports.,Seven regions have registered a hike in cases over the past six weeks before June 29: Mimaropa, Cagayan Valley, Western Visayas, Ilocos Region, Central Luzon, Calabarzon, and National Capital Region.,From January until June 29, a total of 90,119 dengue cases have been reported with 233 deaths, up by 19 percent from the 75,968 cases with 291 deaths reported during the same period last year.,“From May 12 to June 29, the weekly case numbers have returned to either below or just slightly above what was recorded in 2023. This may be attributed to ongoing intensified efforts of local governments to kill mosquitoes by searching for and destroying their breeding water,” the DOH said in a statement.",https://newsinfo.inquirer.net/1961688/7-regions-report-sharp-hike-in-dengue-cases
Raided Pogo in Pasay City now a shelter for homeless,Kathleen de Villa," , / 05:34 AM July 14, 2024","MANILA, Philippines — At least one floor of a six-story building in Pasay City that once housed a Philippine offshore gaming operator (Pogo) now serves as a shelter for the homeless.,The Department of Social Welfare and Development (DSWD) had the space repurposed after the Pogo was shut down following a raid in October last year, where authorities found an alleged torture chamber, a sex den and other signs of the company being used for human trafficking and online scams.,The DSWD is currently occupying the second floor of the building at the corner of Williams and Harrison Streets, under an agreement it signed in May with the Presidential Anti-Organized Crime Commission (PAOCC), the agency that led the raid.,The floor now serves as a processing center for vagrants brought in from the streets and who the DSWD formally calls “families and individuals in street situations (FISS).”,The other floors are being used by three other government agencies—PAOCC, the Bureau of Immigration, and the Technical Education and Skills Development Authority (Tesda).,The homeless people receiving aid at the building will eventually be brought back to their home provinces under the DSWD’s “Oplan Pag-Abot” program.,There are about 60 of them currently staying there and more are expected in the coming months, according to Social Welfare Undersecretary Edu Punay,,“The entire floor can accommodate up to 200 individuals. We renovated the rooms and the common areas to mirror our care facilities,” Punay told the Inquirer.,Aside from the processing area, the floor has made space for a clinic and a designated area for children.,Punay said the DSWD was now in the process of sequestering the property. He said there were provisions in Republic Act No. 10364, or the Expanded Anti-Trafficking in Persons Act, that allow the legal procedure for properties that had been used for human trafficking.,Oplan Pag-Abot was launched last year to provide immediate assistance to street dwellers and help them eventually get back on their feet.,President Ferdinand Marcos Jr. issued Executive Order No. 52 on Jan. 18 to improve the capacity of social workers, community volunteers and the local governments for such interventions.,Citing information gathered by social workers who had interviewed rescued vagrants, Marilyn Moral, division chief of the DSWD’s Social Technology Bureau, said they could raise as much as P1,000 to P1,500 a day just begging in the streets—or an average of P30,000 a month.,The DSWD said it had managed to take 2,078 homeless persons off the streets in Metro Manila alone since March under “Oplan Pag-Abot.”",https://newsinfo.inquirer.net/1960859/raided-pogo-in-pasay-city-now-a-shelter-for-homeless
